PWY0-1465	1.1.1.83	D-malate dehydrogenase (decarboxylating)
PWY-5348	2.4.1.239	flavonol 3-<i>O</i>-glucoside glucosyltransferase
PWY-7339	1.1.1.-	3-hydroxyacyl-CoA dehydrogenase
PWY-6989	6.2.1.38	(4,5,5-trimethyl-2-oxocyclopent-3-enyl)acetyl-CoA synthase
P601-PWY	6.2.1.38	(4,5,5-trimethyl-2-oxocyclopent-3-enyl)acetyl-CoA synthase
PWY-7172	2.3.1.-	"quercetin 3-<i>O</i>-glucoside 6""-<i>O</i>-feruloyltransferase"
PWY-1269	5.3.1.13	D-arabinose 5-phosphate isomerase
P343-PWY	1.13.11.37	hydroxyquinol 1,2-dioxygenase
PWY-5488	1.13.11.37	hydroxyquinol 1,2-dioxygenase
PWY-7081	1.13.11.37	hydroxyquinol 1,2-dioxygenase
PWY-6200	1.13.11.37	hydroxyquinol 1,2-dioxygenase
PWY-6200	4.5.1.-	5-chlorohydroxyquinol dechlorinase
PWY-6461	6.3.1.-	asparagine synthase
PWY-6200	1.14.14.-	2,4,5-trichlorophenol-4-monooxygenase
PWY0-44	5.1.3.-	allulose-6-phosphate 3-epimerase
PWY3O-450	2.7.1.32	choline kinase
PWY-5094	2.4.1.185	UDP-glucose:naringenin 7-O-&beta;-D-glucosyltransferase
PWY-861	1.14.13.68	4-hydroxyphenylacetonitrile monooxygenase
PWY-6468	1.14.13.-	laurate &omega;-hydroxylase
PWY-1381	1.14.-.-	fluorene 1,2-dioxygenase
PWY-581	2.6.1.99	L-tryptophan:pyruvate aminotransferase
PWYDQC-4	2.6.1.99	L-tryptophan:pyruvate aminotransferase
PWY-7055	2.4.1.126	daphnetin 4-<i>O</i>-&beta;-glucosyltransferase
PWY-2002	1.14.13.136	liquiritigenin,NADPH:oxygen oxidoreductase
PWY-7056	3.2.1.-	daphnin transglucosylase (&beta;-glucosidase activity)
PWY-2321	4.2.1.105	2-hydroxyisoflavanone dehydratase
PWY-2002	4.2.1.105	2-hydroxyisoflavanone dehydratase
PWY-6626	2.7.1.-	glycerol-2-phosphotransferase
PWY-6696	1.2.1.17	glyoxylate dehydrogenase
PWY-7298	1.14.11.-	8-hydroxy-salvigenin 7-O-demethylase
PWY-6945	5.3.3.1	cholestenone isomerase
PWY-6946	5.3.3.1	cholestenone isomerase
PWY-7298	1.14.11.-	gardenin B 7-O-demethylase
PWY-1723	3.5.4.27	methenyltetrahydropterin cyclohydrolase
METHANOGENESIS-PWY	3.5.4.27	methenyltetrahydropterin cyclohydrolase
PWY1A0-6325	2.3.1.-	Type II minimal act PKS
PWY-5922	1.3.99.25	(1R,4R)-dihydrocarvone:acceptor 1,6-oxidoreductase
PWY-6930	2.3.1.-	1-naphthol glucoside glucoside 6'-O malonyltransferase
PWY-5923	1.14.13.107	(+)-(4R)-limonene 1,2-monooxygenase
PWY-6626	2.7.7.-	glycerol-2-phosphate cytidylyltransfrase
PWY-5831	1.1.1.341	CDP-abequose synthase
PWY-5832	1.1.1.342	CDP-paratose synthase
PWY-5834	1.1.1.342	CDP-paratose synthase
PWY-5924	1.14.13.107	(-)-(4S)-limonene 1,2-monooxygenase
PWY-7434	2.4.99.6	CMP-<em>N</em>-acetylneuraminate:&beta;-<small>D</small>-galactosyl-1,4-<em>N</em>-acetyl-<small>D</small>-glucosaminyl-glycoprotein &alpha;-2,3-<em>N</em>-acetylneuraminyltransferase
PWY-721	1.14.12.16	2-oxo-1,2-dihydroquinoline 5,6 dioxygenase
PWY-6030	2.3.1.87	serotonin N-acetyltransferase
PWY-6973	1.1.1.-	dTDP-4-oxo-2,6-dideoxy-D-glucose 4-ketoreductase (dTDP-D-olivose producing)
PWY-6339	1.1.1.38	oxaloacetate decarboxylase
METHYLGALLATE-DEGRADATION-PWY	1.1.1.38	oxaloacetate decarboxylase
P184-PWY	1.1.1.38	oxaloacetate decarboxylase
PWY-6141	2.7.8.38	unsaturated archaetidylserine synthase
P283-PWY	1.12.99.6	hydrogenase
PWY-6780	1.12.99.6	hydrogenase
CYSTEINE-DEG-PWY	2.6.1.-	cysteine sulfinate transaminase
PWY-5994	2.3.1.86	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase
PWY-5971	2.3.1.86	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase
PWY-5301	1.14.13.91	deoxysarpagine hydroxylase
PWY-7335	1.1.1.336	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
PWY-6531	3.1.3.22	mannitol-1-phosphatase
PWY-3881	3.1.3.22	mannitol-1-phosphatase
PWY-6708	2.1.1.222	2-octaprenyl-6-hydroxyphenol methylase
PWY-6361	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-6369	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-6554	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-6372	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-6362	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-4661	2.7.1.158	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
PWY-5287	2.1.1.120	12-hydroxydihydrochelirubine-12-O-methyltransferase
PWY-1121	2.3.1.110	feruloyl-CoA:tyramine N-(hydroxycinnamoyl)transferase
PWY-5474	2.3.1.110	feruloyl-CoA:tyramine N-(hydroxycinnamoyl)transferase
PWY-6426	3.5.1.95	<i>N</i>-malonylurea hydrolase
PWY-6557	2.4.1.134	galactosylxylosylprotein 3-&beta;-galactosyltransferase
DARABCATK12-PWY	1.2.1.21	glycolaldehyde dehydrogenase
PWY0-1280	1.2.1.21	glycolaldehyde dehydrogenase
PWY-5494	4.2.1.54	lactyl-CoA dehydratase
PWY-7128	1.5.3.5	(<i>S</i>)-6-hydroxynicotine oxidase
P181-PWY	1.5.3.5	(<i>S</i>)-6-hydroxynicotine oxidase
PWY-6949	2.4.1.202	DIBOA 2-<small>D</small>-glucosyltransferase
PWY-7053	1.14.19.3	linoleoyl-CoA desaturase
PWY-5353	1.14.19.3	linoleoyl-CoA desaturase
PWY-6000	1.14.19.3	linoleoyl-CoA desaturase
PWY-7111	1.1.1.86	2,3-dihydroxy-isovalerate:NADP+ oxidoreductase (isomerizing)
VALSYN-PWY	1.1.1.86	2,3-dihydroxy-isovalerate:NADP+ oxidoreductase (isomerizing)
PWY-5084	1.2.4.2	2-oxoglutarate decarboxylase
PWY0-321	1.1.1.35	3-hydroxyadipyl-CoA dehydrogenase
PWY-1361	1.1.1.35	3-hydroxyadipyl-CoA dehydrogenase
PWY-5497	2.1.2.4	glycine formimidoyltransferase
P164-PWY	2.1.2.4	glycine formimidoyltransferase
PWY0-321	1.14.13.149	ring 1,2-phenylacetyl-CoA epoxidase
PWY-5290	2.4.1.323	7-deoxyloganetic acid glucosyltransferase
CATECHOL-ORTHO-CLEAVAGE-PWY	5.3.3.4	muconolactone isomerase
PWY-5138	1.3.1.34	2,4-dienoyl-CoA reductase
PWY-5139	2.3.1.171	"pelargonidin 3-<i>O</i>-glucoside 6""-<i>O</i>-malonyltransferase"
ARGDEG-V-PWY	1.13.12.1	L-arginine decarboxyoxidase
PWYG-321	4.2.1.59	3-hydroxyarchidoyl-[acp] dehydrase
PWY-7186	2.4.1.128	UDP-glucose:scopoletin O-&beta;-D-glucosyltransferase
PWY-5139	2.4.1.-	pelargonidin-3-<i>O</i>-glucoside-6''-<i>O</i>-rhamnosyltransferase
PWYG-321	2.3.1.41	beta-keto-acyl synthase homolog
PWY-7480	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-7006	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-5419	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-5654	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-6336	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-6214	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-6210	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-5647	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
2ASDEG-PWY	4.1.1.77	2-oxo-3-hexenedioate decarboxylase
PWY-5138	4.2.1.17	(3R)-3-hydroxyacyl-CoA hydro-lyase
PWYG-321	2.3.1.41	beta-keto-acyl synthase homolog
PWY-6498	5.3.3.12	L-dopachrome tautomerase
PWY-5301	1.14.13.75	vinorine 21-hydroxylase
PWY-5829	1.1.1.183	geraniol dehydrogenase
PWY-6829	2.1.1.216	tRNA (<i>N</i><sup>2</sup>-methylguanine<sup>26</sup>-N<sup>2</sup>)-methyltransferase
PWY-6829	2.1.1.216	tRNA (guanine<sup>26</sup>-N<sup>2</sup>)-methyltransferase
PWY-6829	2.1.1.214	tRNA (guanine<sup>10</sup>-<i>N</i><sup>2</sup>)-monomethyltransferase
PWY-7018	3.1.3.-	5''-phosphoribosylparomamine phosphatase
PWY-7018	2.4.1.-	UDP-GlcNAc:ribosylparomamine <i>N</i>-acetylglucosaminyltransferase
N2FIX-PWY	1.18.6.1	nitrogenase
PWY-7015	3.1.3.88	5''-phosphoribostamycin phosphatase
PWY-5466	1.23.1.3	(-)-pinoresinol reductase
PWY-7316	2.3.1.209	dTDP-4-amino-4,6-dideoxy-<small>D</small>-glucose acetyltransferase
PWY-7015	2.4.2.49	neamine phosphoribosyltransferase
PWY-5209	3.5.4.-	methenyl-H<SUB>4</SUB>SPT cyclohydrolase
PEPTIDOGLYCANSYN-PWY	2.4.1.129	peptidoglycan glycosyltransferase
PWY0-43	4.1.1.41	methylmalonyl-CoA decarboxylase
PWY-5148	3.1.2.2	acyl-CoA thioesterase
PWY-5068	1.17.7.2	7<sup>1</sup>-hydroxychlorophyll <i>a</i> reductase
GLUDEG-II-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5497	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-7003	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5392	1.2.7.1	pyruvate:ferredoxin oxidoreductase
P42-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
P23-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
NPGLUCAT-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6142	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6876	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6863	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6588	1.2.7.1	pyruvate:ferredoxin oxidoreductase
P142-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
CENTFERM-PWY	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6583	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-6587	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5493	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5600	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5538	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5483	1.2.7.1	pyruvate:ferredoxin oxidoreductase
PWY-5	6.3.4.5	canavaninosuccinate synthetase
PWY-7171	2.3.1.-	"isorhamnetin 3-<i>O</i>-glucoside 4""-<i>O</i>-coumaroyltransferase"
PWY-7449	2.4.2.50	cyanidin 3-<i>O</i>-galactoside 2''-<i>O</i>-xylosyltransferase
PWYG-321	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase
PWY-6527	3.2.1.22	alkaline &alpha;- galactosidase
PWYG-321	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase
PWY-7256	2.4.1.299	cyanidin 3-<i>O</i>-glucoside 5-<i>O</i>-glucosyltransferase (acyl-glucose dependent)
PWY-6927	1.14.12.20	pheophorbide <i>a</i> oxygenase
PWY-5098	1.14.12.20	pheophorbide <i>a</i> oxygenase
PWY-5209	1.5.99.-	F<SUB>420</SUB>-dependent methylene-H<SUB>4</SUB>SPT dehydrogenase
PWY-7171	2.3.1.-	"isorhamnetin 3-<i>O</i>-glucoside 3""-<i>O</i>-coumaroyltransferase"
PWY-7171	2.3.1.-	"isorhamnetin 3-<i>O</i>-glucoside 6""-<i>O</i>-coumaroyltransferase"
PWY-5283	1.2.1.-	&Delta;<sup>1</sup>-piperideine-6-carboxylate dehydrogenase
PWY-5298	1.2.1.-	&Delta;<sup>1</sup>-piperideine-6-carboxylate dehydrogenase
PWY-6441	1.5.3.17	spermidine oxidase
4-HYDROXYMANDELATE-DEGRADATION-PWY	5.1.2.2	mandelate racemase
PWY-5283	1.4.3.3	D-lysine oxidase
PWY-6693	1.1.1.-	L-<i>xylo</i>-3-hexulose reductase
PWY-3162	1.1.99.-	indole-3-glyoxylate side chain oxidase
PWY-7224	2.7.4.13	dAMP kinase
PWY-7396	1.4.3.19	glycine oxidase/deaminase
PWY-5078	4.1.1.72	2-keto-3-methylvalerate carboxy-lyase
PWY-102	1.14.11.-	gibberellin A53,2-oxoglutarate:oxygen oxidoreductase
PWY-7067	1.14.-.-	betulin dehydrogenase
PWY66-420	6.3.2.11	carnosine synthase
1CMET2-PWY	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
PWY-2201	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
PWY-3841	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
PWY-3162	1.13.99.-	tryptophan 2'-dioxygenase
TRNA-CHARGING-PWY	6.1.1.19	arginyl-tRNA synthetase
PWY-5343	2.4.1.-	ajugose synthase
HISTSYN-PWY	3.1.3.15	histidinol-phosphatase
PWY-5045	2.3.1.146	stilbene synthase
PWY-7065	1.14.13.147	taxoid 7&beta;-hydroxylase
PWY-7484	1.14.13.145	<i>ent</i>-cassadiene 11&alpha;-hydroxylase
PWYG-321	1.3.1.9	trans-delta2-cis,cis-delta9,21-C40:3-[acp]:NADH+ oxidoreductase
PWYG-321	1.1.1.100	3-oxo-lignoceroyl-[acp] reductase
PWY-5055	4.2.1.85	dimethylmaleate hydratase
PWY-7477	1.14.13.144	9&beta;-pimara-7,15-diene oxidase
PWY-5411	1.14.13.-	abietadienal hydroxylase
PWY-7182	4.2.3.26	linalool synthase
PWY2OL-4	4.2.3.26	linalool synthase
PWY-6365	3.1.3.-	myo-inositol-1,3,4,5,6-pentakisphosphate 1-phosphatase
PWY-7460	2.3.1.-	<i>meso</i>-tartrate p-coumaroyltransferase
PWY66-392	1.13.11.34	arachidonate 5-lipoxygenase
PWY-5380	2.4.1.-	fagopyritol A1 synthase
PWY-702	2.1.1.-	S-adenosylmethionine:homocysteine S-methyltransferase
PWY-6363	3.1.3.25	myo-inositol-4-phosphate monophosphatase
PWY-7458	2.4.1.-	"delphinidin 3-<i>O</i>-glucoside 6""-<i>O</i>-rhamnosyltransferase"
PWY-7458	2.4.1.-	delphinidin 3-<i>O</i>-rutinoside 7-<i>O</i>-glucosyltransferase (acyl-glucose dependent)
PWY-7458	2.3.1.-	delphinidin 7-<i>O</i>-glucoside acyltransferase (acyl-glucose dependent)
PWY-7458	2.4.1.-	delphinidin 7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside) glucosyltransferase (acyl-glucose dependent)
PWY-7458	2.3.1.-	delphinidin 7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside) acyltransferase (acyl-glucose dependent
PWY-6367	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase
1CMET2-PWY	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-1722	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-5497	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
P164-PWY	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-2201	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
CODH-PWY	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-3841	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-6613	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-5030	3.5.4.9	methenyltetrahydrofolate cyclohydrolase
PWY-6807	3.2.1.23	XLLG xyloglucan oligosaccharide &beta;-galactosidase
PWY-6807	3.2.1.177	isoprimeverose &alpha;-xylosidase
PWY-6808	1.17.1.-	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose 3-ketoreductase
PWY-6973	1.17.1.-	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose 3-ketoreductase
PWY-6974	1.17.1.-	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose 3-ketoreductase
PWY-7104	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
PWY-7440	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
PWY-6976	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
PWY-6973	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
PWY-6974	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
PWY-6808	4.2.1.-	dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase
CODH-PWY	1.2.1.43	NADP-dependent formate dehydrogenase
PWY-5372	1.2.1.43	NADP-dependent formate dehydrogenase
PWY-6808	4.2.1.-	PMP-dependent dTDP-4-keto-2,6-dideoxy-D-glucose 3-dehydratase
PWY66-387	4.1.-.-	2-hydroxy-3-methyl-branched 2,3,4-saturated fatty acyl-CoA lyase
PWY-1121	1.14.13.-	very long chain fatty acid &omega;-hydroxylase
PWY-6720	3.1.3.-	toyocamycin phosphate phosphatase
PWY-6720	4.3.2.-	succinylo-toyocamycin phosphate lyase
PWY-6720	6.3.4.-	succinylo-toyocamycin phosphate synthase
PWY-6720	1.7.1.-	5-phospho-&alpha;-D-ribose-1-preQ<sub>0</sub> reductase
PWY-6720	2.4.2.-	preQ<sub>0</sub> phosphoribosyltransferase
PWY-5525	1.1.1.45	L-gulonate 3-dehydrogenase
PWY-7414	2.1.1.235	dTDP-3-amino-3,6-dideoxy-&alpha;-<small>D</small>-glucopyranose <em>N</em>,<em>N</em>-dimethyltransferase
PWY-7009	1.13.11.35	pyrogallol dioxygenase
PWY-2541	1.3.1.-	C-22 sterol desaturase
PWY-6942	2.6.1.33	dTDP-4-amino-4,6-dideoxy-<small>D</small>-glucose transaminase
PWY-7316	2.6.1.33	dTDP-4-amino-4,6-dideoxy-<small>D</small>-glucose transaminase
PWY-699	1.14.-.-	6-deoxotyphasterol 6-oxidase
PWY0-1309	3.5.1.105	chito-oligosaccharide mono-deacetylase
PWY0-1309	3.2.1.86	monoacetylchitobiose-6-phosphate hydrolase
NADPHOS-DEPHOS-PWY-1	1.6.1.2	pyridine nucleotide transhydrogenase
NADPHOS-DEPHOS-PWY	1.6.1.2	pyridine nucleotide transhydrogenase
PWY-6693	1.1.1.-	D-galactitol dehydrogenase
PWY-7494	1.2.1.8	betaine aldehyde dehydrogenase
PWY1F-353	1.2.1.8	betaine aldehyde dehydrogenase
CHOLINE-BETAINE-ANA-PWY	1.2.1.8	betaine aldehyde dehydrogenase
PWY-3722	1.2.1.8	betaine aldehyde dehydrogenase
BETSYN-PWY	1.2.1.8	betaine aldehyde dehydrogenase
PWY-6322	2.3.1.-	demethyl-phosphinothricin <i>N</i>-acetyltransferase
PWY-5365	2.5.1.-	dimethylallyl diphosphate:umbelliferone dimethylallyltransferase
PWY-7340	5.3.3.-	&Delta;3-&Delta;2-enoyl-CoA isomerase
PWY-7340	2.3.1.16	3-ketoacyl-CoA thiolase
PWY-7340	1.1.1.-	3-hydroxyacyl-CoA dehydrogenase
PWY-7340	4.2.1.119	<i>trans</i>--2-enoyl-CoA hydratase 2
PWY-7340	5.3.3.-	&Delta;3-&Delta;2-enoyl-CoA isomerase
PWY-7498	2.1.1.-	patuletin 3'-<i>O</i>-methyltransferase
PWY-5362	1.14.19.-	palmitoyl-ACP delta6 desaturase
PWY-5366	1.14.99.-	&Delta;9-palmitoyl-[acp] desaturase
PWY-7325	2.1.1.-	cirsimaritin 4'-<i>O</i>-methyltransferase
PWY-7497	1.14.13.-	parthenolide synthase
PWY-7497	1.14.13.-	parthenolide 3&beta;-hydroxylase
PWY-7497	1.14.13.-	costunolide 3&beta;-hydroxylase
PWY-7105	2.3.1.-	olivetol synthase
PWY-581	2.6.1.27	L-tryptophan:2-oxoglutarate aminotransferase
TRPIAACAT-PWY	2.6.1.27	L-tryptophan:2-oxoglutarate aminotransferase
PWY-5081	2.6.1.27	L-tryptophan:2-oxoglutarate aminotransferase
TRPKYNCAT-PWY	2.6.1.27	L-tryptophan:2-oxoglutarate aminotransferase
PWY-6821	3.2.1.83	&kappa;-carrageenase
PWY-1501	1.1.99.31	(S)-2-hydroxy-2-phenylacetate:acceptor 2-oxidoreductase
PWY-7267	2.4.1.115	UDP-D-glucose:pelargonidin 3-O-&beta;-D-glucosyltransferase
PWY-7105	4.4.1.-	tetraketide pyrone synthase
PWY-4041	2.3.2.4	&gamma;-glutamyl cyclotransferase
PWY-7274	6.3.3.5	<i>O</i>-ureido-D-serine cyclase
PWY-7109	2.4.1.-	dTDP-L-megosamine:erythromycin C L-megosaminyltransferase
PWY-6611	2.7.1.73	inosine kinase
PWY-5488	1.6.5.7	2-hydroxy-1,4-benzoquinone reductase
PWY-6200	1.6.5.7	2-hydroxy-1,4-benzoquinone reductase
PWY-5287	1.14.21.2	(S)- cheilanthifoline synthase
PWY0-1221	6.3.1.11	glutamate-putrescine ligase
PWY5F9-3233	4.1.1.69	3,4-dihydroxyphthalate decarboxylase
PWY-7236	2.3.2.21	cyclo(L-tyrosyl-L-tyrosyl) synthase
THIOSULFOX-PWY	1.8.2.2	thiosulfate dehydrogenase
PWY-6168	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
PWY-6167	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
RIBOSYN2-PWY	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
PWY-6370	1.6.5.-	NADPH-monodehydroascorbate reductase
PWY-2261	1.6.5.-	NADPH-monodehydroascorbate reductase
PWY-782	1.14.19.-	1-18:1-2-16:2-monogalactosyldiacylglycerol desaturase
P181-PWY	1.5.99.14	6-hydroxypseudooxynicotine dehydrogenase
P163-PWY	1.4.1.11	3,5-diaminohexanoate dehydrogenase
TOLUENE-DEG-CATECHOL-PWY	1.14.13.-	toluene monooxygenase
PWY-6051	2.4.1.-	UDP-glucose:2-hydroxylamino-4,6-dinitrotoluene-O-glucosyltransferase
PWY-5525	4.1.1.34	&beta;-keto-L-gulonic acid decarboxylase
IDNCAT-PWY	1.1.1.69	5-keto-D-gluconate 5-reductase
PWY-6197	1.14.13.-	3-chlorophenol,NADPH:oxygen oxidoreductase (2-hydroxylating)
PWY-6197	1.14.13.-	3-chlorophenol 2-monooxygenase
PWY-5971	2.3.1.86	&beta;-ketomeristoyl-[acp] synthase
PWY-5332	1.12.98.4	sulfur reductase
FLUORENE-DEG-9-ONE-PWY	1.14.-.-	fluorene monooxygenase
PWY-1381	1.14.-.-	fluorene monooxygenase
PWY-5994	2.3.1.86	(R)-3-hydroxydodecanoyl-[acp] reductase
PWY-5971	2.3.1.86	(R)-3-hydroxydodecanoyl-[acp] reductase
PWY0-1533	3.1.4.55	5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase
PWY-6197	1.14.13.-	4-chlorophenol,NADPH:oxygen oxidoreductase (2-hydroxylating)
PWY-6197	1.14.13.-	2-chlorophenol,NADPH:oxygen oxidoreductase
PWY-6961	5.1.3.22	L-xylulose 5-phosphate 3-epimerase
PWY0-301	5.1.3.22	L-xylulose 5-phosphate 3-epimerase
LYXMET-PWY	5.1.3.22	L-xylulose 5-phosphate 3-epimerase
PWY-5487	1.6.5.6	4-benzoquinone reductase
PWY-7262	2.4.1.298	cyanidin 5-<i>O</i>-glucosyltransferase
PWY-5313	2.4.1.298	cyanidin 5-<i>O</i>-glucosyltransferase
PWY-5284	2.4.1.298	cyanidin 5-<i>O</i>-glucosyltransferase
PWY-6433	1.14.13.-	oleate 12-hydroxylase
PWY-6433	1.3.1.93	trans-(11Z)-eicos-11-enoyl-CoA reductase
PWY-6433	4.2.1.-	3-hydroxy-(11Z)-eicos-11-enoyl-CoA dehydratase
PWY-6433	1.1.1.300	3-oxo-(11Z)-eicos-11-enoyl-CoA reductase
PWY-6462	2.3.2.-	<i>N</i>-acetylmuramoyl-<i>N</i>-glucosaminyl-diphosphoundecaprenyl-hexapeptide:alanine alanyltransferase
PWY-6456	3.1.3.-	serinol phosphate phosphatase
PWY-6433	1.14.19.-	ricinoleate &Delta;15 desaturase
PWY-6433	1.14.13.-	oleate 12-hydroxylase
PWY66-425	1.5.1.21	ketimine reductase
PWY-5283	1.5.1.21	ketimine reductase
PEPTIDOGLYCANSYN-PWY	3.4.16.4	peptidoglycan DD transpeptidase
PWY-6385	2.4.1.-	peptidoglycan glycosyltransferase
PWY-7301	1.1.1.-	dTDP-4-dehydro-5-methyl-L-rhamnose 4-ketoreductase
P641-PWY	4.99.1.2	organomercury lyase
PWY-6047	1.8.3.4	methanthiol oxidase
PWY-7304	1.14.13.-	L-tyrosine-[NovH-protein] &beta;-hydroxylase
PWY-5927	1.3.99.25	(1R,4S)-iso-dihydrocarvone:acceptor 1,6-oxidoreductase
PWY-7325	2.1.1.-	apigenin 7-<i>O</i>-methyltransferase
PWY-7301	2.1.1.-	dTDP-4-dehydro-&beta;-L-rhamnose C5-methyltransferase
PWY-7304	1.1.1.-	&beta;-hydroxy-L-tyrosine-[NovH] dehydrogenase
PWY-2301	3.1.3.25	inositol-1(or 4)-monophosphatase
PWY-6328	2.6.1.48	5-aminovalerate aminotransferase
PWY-5280	2.6.1.48	5-aminovalerate aminotransferase
LYSDEGII-PWY	2.6.1.48	5-aminovalerate aminotransferase
P483-PWY	3.11.1.2	phosphonoacetate hydrolase
PWY-5924	3.3.2.8	(4S)-limonene-1,2-epoxide hydrolase
PWY66-387	6.2.1.3	3-methyl-branched 2,3,4-saturated fatty acyl-CoA ligase
P185-PWY	2.2.1.2	transaldolase
PWY-5723	2.2.1.2	transaldolase
NONOXIPENT-PWY	2.2.1.2	transaldolase
P124-PWY	2.2.1.2	transaldolase
PWY-1861	2.2.1.2	transaldolase
P481-PWY	1.14.13.-	adamantanone-monooxygenase
RIBOSYN2-PWY	1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase
PWYQT-4450	1.1.1.-	methylthioalkylmalate dehydrogenase
P601-PWY	1.1.1.327	5-<i>exo</i>-hydroxycamphor dehydrogenase
SERSYN-PWY	3.1.3.3	phosphoserine phosphatase
PWY-6385	2.4.1.129	peptidoglycan glycosyltransferase
PWY-5654	4.1.1.45	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
PWY-5647	4.1.1.45	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
PWY-5652	4.1.1.45	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
PWY-5666	2.4.1.-	solanidine glucosyltransferase
PWY-5287	1.14.21.2	(S)-nandinine synthase
PWY-7375	2.7.7.50	mRNA guanylyltransferase
PWY-7039	2.7.1.107	diacylglycerol kinase
PWY-5067	2.4.1.186	UDP-&alpha;-D-glucose:glycogenin &alpha;-D-glucosyltransferase
GLYSYN-ALA-PWY	2.6.1.44	serine--pyruvate aminotransferase
PWY0-501	2.3.1.181	lipoyl(octanoyl) transferase
PWY-7165	1.1.1.274	2,5-didehydrogluconate reductase
KETOGLUCONMET-PWY	1.1.1.274	2,5-didehydrogluconate reductase
